Category,Description,Units,2023,2024,YTD Current Month/2024,YTD Current Month/2025,YTD % Change,YE Previous Month/2025,YE Current Month/2024,YE Current Month/2025,YE % Change,Percent Share
436,WOOL DRESSES,$,0,0,0,0,,0,0,0,,0.00
438,WOOL KNIT SHIRTS/BLOUSES,$,1049,472259,0,21474,,493733,414,493733,119159.18,0.14
439,BABIES' GARMENTS/CLOTHING ACCESS.,$,0,0,0,0,,0,0,0,,0.00
440,"WOOL SHIRTS/BLOUSES, NOT-KNIT",$,191934,328339,88046,29426,-66.58,273744,254337,269719,6.05,0.83
442,WOOL SKIRTS,$,0,424,0,0,,424,0,424,,0.00
443,"M&B SUITS, WOOL",$,0,280,280,0,-100.00,0,280,0,-100.00,0.00
444,"W&G SUITS, WOOL",$,257,0,0,0,,0,257,0,-100.00,0.00
445,"M&B SWEATERS, WOOL",$,6781,6694,1985,1230,-38.04,5669,5264,5939,12.82,0.00
446,"W&G SWEATERS, WOOL",$,0,1362,0,1760,,2649,0,3122,,0.00
447,M&B WOOL TROUSERS/BREECHES/SHORTS,$,884850,514829,179445,36998,-79.38,418884,805319,372382,-53.76,0.17
448,W&G WOOL SLACKS/BREECHES/SHORTS,$,43720,50667,20888,812,-96.11,37588,52536,30591,-41.77,0.04
459,OTHER WOOL APPAREL,$,119029,10000,0,0,,10000,119029,10000,-91.60,0.00
465,WOOL FLOOR COVERINGS,$,0,0,0,0,,0,0,0,,0.00
469,OTHER WOOL MANUFACTURES,$,50165,14190,14190,0,-100.00,0,61302,0,-100.00,0.00
600,TEXTURED FILAMENT YARN,$,769832,943,0,39127,,943,769415,40070,-94.79,0.03
603,YARN >/85% ARTIFICIAL STAPLE FIBER,$,0,0,0,0,,0,0,0,,0.00
604,YARN >/85% SYNTHETIC STAPLE FIBER,$,0,0,0,0,,0,0,0,,0.00
606,NON-TEXTURED FILAMENT YARN,$,129414,477,0,19285,,477,0,19762,,0.01
607,OTHER STAPLE FIBER YARN,$,0,0,0,0,,0,0,0,,0.00
613,MMF SHEETING FABRIC,$,0,347,0,0,,347,0,347,,0.01
614,MMF POPLIN & BROADCLOTH FABRIC,$,630,1449,1449,0,-100.00,0,1449,0,-100.00,0.00
615,MMF PRINTCLOTH FABRIC,$,0,0,0,0,,0,0,0,,0.00
617,MMF TWILL AND SATEEN FABRIC,$,1915,1332,0,17562,,1332,1915,18894,886.63,0.14
618,WOVEN ARTIFICIAL FILAMENT FAB.,$,0,0,0,0,,0,0,0,,0.00
619,POLYESTER FILAMENT FABRIC,$,0,0,0,892,,0,0,892,,0.00
620,OTHER SYNTHETIC FILAMENT FABRIC,$,37298,70870,10342,6279,-39.29,71239,46174,66807,44.69,0.01
621,IMPRESSION FABRIC,$,839,0,0,913,,913,839,913,8.82,0.03
624,"WOVEN MMF FABRIC, 15%\<WOOL\<36%",$,1400,0,0,0,,0,1400,0,-100.00,0.00
625,MMF POPLIN&BROADCLTH STAP/FIL,$,0,0,0,0,,0,0,0,,0.00
626,MMF PRINTCLOTH STAP/FIL,$,1206,0,0,0,,0,1206,0,-100.00,0.00
627,MMF SHEETING STAP/FIL,$,0,0,0,0,,0,0,0,,0.00
628,MMF TWILLS/SATEENS STAP/FIL,$,0,0,0,0,,0,0,0,,0.00
629,OTHER MMF FABRICS OF STAP/FIL,$,0,32093,0,0,,32093,0,32093,,0.04
630,MMF HANDKERCHIEFS,$,627,0,0,0,,0,627,0,-100.00,0.00
631,MMF GLOVES AND MITTENS,$,5173968,9254186,2022323,2635182,30.30,9216300,6253584,9867045,57.78,1.29
632,MMF HOSIERY,$,17142921,9788698,2190168,875809,-60.01,8986883,17625781,8474339,-51.92,0.55
633,M&B MMF SUIT-TYPE COATS,$,1705,8995,8995,0,-100.00,8995,8995,0,-100.00,0.00
634,OTHER M&B MMF COATS,$,48956575,36133839,7988957,7011007,-12.24,35244534,43792827,35155889,-19.72,1.75
635,W&G MMF COATS,$,2609286,2128493,375566,222456,-40.77,1994020,2599685,1975383,-24.01,0.10
636,MMF DRESSES,$,41643,40410,9541,3457,-63.77,34260,38580,34326,-11.03,0.00
638,M&B MMF KNIT SHIRTS,$,691590116,596979485,136436864,133726378,-1.99,586134706,636869889,594268999,-6.69,12.52
639,W&G MMF KNIT SHIRTS & BLOUSES,$,62820438,52916432,10434235,11698721,12.12,52886003,58076037,54180918,-6.71,1.56
640,M&B NOT-KNIT MMF SHIRTS,$,92835979,99980231,22806258,25225702,10.61,99648230,94817066,102399675,8.00,11.57
641,W&G NOT-KNIT MMF SHIRTS & BLOUSES,$,6527206,7610288,2032169,1502286,-26.07,7074066,6682743,7080405,5.95,0.73
642,MMF SKIRTS,$,851957,363762,85366,86283,1.07,338031,655565,364679,-44.37,0.06
643,M&B MMF SUITS,$,0,978,978,0,-100.00,978,978,0,-100.00,0.00
644,W&G MMF SUITS,$,0,0,0,0,,0,0,0,,0.00
645,M&B MMF SWEATERS,$,20205,27754,884,464,-47.51,27334,16928,27334,61.47,0.04
646,W&G MMF SWEATERS,$,26666,4854,0,0,,4854,25843,4854,-81.22,0.00
647,M&B MMF TROUSERS/BREECHES/SHORTS,$,90835883,113282364,21838246,26653012,22.05,116510113,93054928,118097130,26.91,3.41
648,W&G MMF SLACKS/BREECHES/SHORTS,$,14537467,19597741,4148567,3402566,-17.98,19589499,15806854,18851740,19.26,0.53
649,MMF BRAS & OTH BODY SUPPORT GARM,$,64038403,57997221,17290005,7427444,-57.04,50838051,68372973,48134660,-29.60,2.37
650,"MMF ROBES, DRESSING GOWNS, ETC.",$,0,0,0,0,,0,0,0,,0.00
651,MMF NIGHTWEAR & PAJAMAS,$,31426,576,576,0,-100.00,576,26483,0,-100.00,0.00
652,MMF UNDERWEAR,$,19345401,21474415,4583790,3414141,-25.52,20408518,20714531,20304766,-1.98,1.27
659,OTHER MMF APPAREL,$,35141426,32045769,6842997,6352231,-7.17,31432472,33803764,31555003,-6.65,0.68
665,MMF FLOOR COVERINGS,$,0,0,0,0,,0,0,0,,0.00
666,OTHER MMF FURNISHINGS,$,3600916,2353208,852001,643765,-24.44,2216847,3808055,2144972,-43.67,0.04
669,OTHER MMF MANUFACTURES,$,20370773,19088247,5365152,4092607,-23.72,18120650,19870285,17815702,-10.34,1.19
670,"MMF FLAT GOODS, HANDBAGS, LUGGAGE",$,295941,151896,33741,25993,-22.96,136236,261641,144148,-44.91,0.00
733,M&B SUIT-TYPE SILK COATS,$,0,0,0,0,,0,0,0,,0.00
735,W&G SILK COATS,$,0,0,0,0,,0,0,0,,0.00
736,SILK DRESSES,$,0,42850,6370,0,-100.00,42850,6370,36480,472.68,0.02
738,M&B SILK KNIT SHIRTS,$,0,0,0,0,,0,0,0,,0.00
739,W&G SILK KNIT SHIRTS & BLOUSES,$,0,0,0,0,,0,0,0,,0.00
740,M&B NOT-KNIT SILK SHIRTS,$,0,0,0,0,,0,0,0,,0.00
741,W&G NOT-KNIT SILK SHIRTS&BLOUSES,$,651,5760,3136,0,-100.00,5760,3787,2624,-30.71,0.00
742,SILK SKIRTS,$,0,4978,2147,0,-100.00,2831,2147,2831,31.86,0.01
745,M&B SILK SWEATERS,$,0,0,0,0,,0,0,0,,0.00
746,W&G SILK SWEATERS,$,0,0,0,0,,0,0,0,,0.00
747,M&B SILK TROUSERS/BREECHES/SHORTS,$,0,0,0,0,,0,0,0,,0.00
748,W&G SILK TROUSERS/BREECHES/SHORTS,$,0,0,0,0,,0,0,0,,0.00
750,"SILK ROBES, DRESSING GOWNS, ETC",$,0,0,0,0,,0,0,0,,0.00
751,SILK NIGHTWEAR & PAJAMAS,$,0,0,0,0,,0,0,0,,0.00
752,SILK UNDERWEAR,$,0,0,0,0,,0,0,0,,0.00
759,OTHER SILK APPAREL,$,19220,880,0,0,,880,18133,880,-95.15,0.00
810,"WOVEN FAB, SILK BLD&N-COT VEG FIB",$,0,0,0,0,,0,0,0,,0.00
831,"GLOVES & MITTENS, SILK & VEG BLEND",$,0,2207,0,392,,2599,0,2599,,0.00
832,"HOSIERY, SILK & VEG BLENDS",$,107728,128183,2770,7071,155.27,129983,110498,132484,19.90,0.99
833,"M&B SUIT-TYPE COATS, SLK & VEG",$,0,620,0,0,,620,0,620,,0.00
834,"OTHER M&B COATS, SILK & VEG",$,0,0,0,0,,0,0,0,,0.00
835,"W&G COATS, SILK & VEG BLENDS",$,1188,0,0,0,,0,1188,0,-100.00,0.00
836,"DRESSES, SILK & VEG BLENDS",$,4108,27856,7003,0,-100.00,27856,11111,20853,87.68,0.01
838,"KNIT SHIRTS & BLOUSES, SILK & VEG",$,118484,39365,14425,46633,223.28,68109,132909,71573,-46.15,0.04
840,"N-KNIT SHIRTS & BLOUSES, SILK&VEG",$,755801,1813953,497421,58789,-88.18,1391783,1032057,1375321,33.26,0.30
842,"SKIRTS, SILK & VEG. BLENDS",$,0,0,0,0,,0,0,0,,0.00
844,"W&G SUITS, SILK & VEG BLENDS",$,0,0,0,0,,0,0,0,,0.00
845,"SWEATERS, OTH NON-COT VEG FIBERS",$,0,0,0,0,,0,0,0,,0.00
846,"SWEATERS, SILK BLENDS",$,0,0,0,0,,0,0,0,,0.00
847,"TROUSERS/BREECHES/SHORTS, SILK&VEG",$,181467,43809,4280,9152,113.83,48681,162128,48681,-69.97,0.01
850,"ROBES, DRESSING GOWNS, ETC, SILK&V",$,0,0,0,0,,0,0,0,,0.00
851,"NIGHTWEAR & PJ'S, SILK & VEG",$,0,0,0,1183,,804,0,1183,,0.00
852,"UNDERWEAR, SILK & VEG BLENDS",$,0,0,0,0,,0,0,0,,0.00
858,"NECKWEAR, SILK & VEG BLENDS",$,0,0,0,0,,0,0,0,,0.00
859,OTHER SILK & NON-COT. VEG APPAREL,$,22447,69777,28761,2130,-92.59,47106,47091,43146,-8.38,0.01
863,"TOWELS, SILK & VEG. BLENDS",$,0,0,0,0,,0,0,0,,0.00
870,"LUGGAGE, SILK & VEG. BLENDS",$,1631,0,0,0,,0,0,0,,0.00
871,"HANDBAGS & FLATGOODS, SILK & VEG",$,0,0,0,0,,0,0,0,,0.00
899,OTH SILK & VEG BLEND MANUFACTURES,$,420,5636,902,0,-100.00,4734,1322,4734,258.09,0.00
900,MISCELLANEOUS,$,126355355,129805002,27650048,30261653,9.45,129509315,123648542,132416607,7.09,0.73
