Category,Description,Units,2023,2024,YTD Current Month/2024,YTD Current Month/2025,YTD % Change,YE Previous Month/2025,YE Current Month/2024,YE Current Month/2025,YE % Change,Percent Share
665,MMF FLOOR COVERINGS,$,103281723,152910806,34003448,40693293,19.67,155783053,121164655,159600651,31.72,7.71
666,OTHER MMF FURNISHINGS,$,72996536,87475159,12277360,16321823,32.94,89731994,77178702,91519622,18.58,1.70
669,OTHER MMF MANUFACTURES,$,39360589,49912991,10827438,16561382,52.96,54839627,39954359,55646935,39.28,3.73
670,"MMF FLAT GOODS, HANDBAGS, LUGGAGE",$,473247694,553666211,132684519,144111758,8.61,554394927,494290021,565093450,14.32,15.87
733,M&B SUIT-TYPE SILK COATS,$,0,0,0,0,,0,0,0,,0.00
734,OTHER M&B SILK COATS,$,0,102455,0,0,,102455,0,102455,,4.47
735,W&G SILK COATS,$,25270,58002,39338,6700,-82.97,21554,59178,25364,-57.14,0.15
736,SILK DRESSES,$,1968738,1055650,498662,552052,10.71,1057641,1733651,1109040,-36.03,0.75
738,M&B SILK KNIT SHIRTS,$,124554,72122,67354,81861,21.54,86456,173138,86629,-49.97,0.33
739,W&G SILK KNIT SHIRTS & BLOUSES,$,65488,70951,27062,27094,0.12,75587,80178,70983,-11.47,0.14
740,M&B NOT-KNIT SILK SHIRTS,$,957229,382490,266183,34342,-87.10,307242,861200,150649,-82.51,0.52
741,W&G NOT-KNIT SILK SHIRTS&BLOUSES,$,5088703,3665706,1290752,467353,-63.79,3132205,5388218,2842307,-47.25,2.71
742,SILK SKIRTS,$,532603,307552,108271,63763,-41.11,336553,504646,263044,-47.88,1.17
743,M&B SILK SUITS,$,0,0,0,0,,0,0,0,,0.00
744,W&G SILK SUITS,$,1103,0,0,421,,0,1103,421,-61.83,0.01
745,M&B SILK SWEATERS,$,5906,3925,840,0,-100.00,3085,6746,3085,-54.27,0.07
746,W&G SILK SWEATERS,$,11958,5990,5990,0,-100.00,3990,17948,0,-100.00,0.00
747,M&B SILK TROUSERS/BREECHES/SHORTS,$,4020,0,0,638,,638,0,638,,0.01
748,W&G SILK TROUSERS/BREECHES/SHORTS,$,363967,357113,50504,90767,79.72,396436,408451,397376,-2.71,1.41
750,"SILK ROBES, DRESSING GOWNS, ETC",$,0,0,0,294,,294,0,294,,0.01
751,SILK NIGHTWEAR & PAJAMAS,$,1331650,338834,156741,37666,-75.97,270591,1125007,219759,-80.47,1.48
752,SILK UNDERWEAR,$,186683,198009,37096,47206,27.25,198009,221231,208119,-5.93,1.37
758,SILK NECKWEAR,$,32188,135577,15856,40990,158.51,125483,48044,160711,234.51,0.46
759,OTHER SILK APPAREL,$,860034,537640,169104,61168,-63.83,409043,894023,429704,-51.94,1.49
800,SILK BLENDS OR NON-CTN VEG FIB YRN,$,0,619,0,0,,619,0,619,,0.01
810,"WOVEN FAB, SILK BLD&N-COT VEG FIB",$,305130,623147,170593,227012,33.07,784385,379689,679566,78.98,0.53
831,"GLOVES & MITTENS, SILK & VEG BLEND",$,401333,845598,189778,146723,-22.69,838394,534409,802543,50.17,1.39
832,"HOSIERY, SILK & VEG BLENDS",$,353681,215352,1274,59871,4599.45,273949,336216,273949,-18.52,2.04
833,"M&B SUIT-TYPE COATS, SLK & VEG",$,6947524,9176019,5854395,6387808,9.11,8822317,9685012,9709432,0.25,20.91
834,"OTHER M&B COATS, SILK & VEG",$,3415105,1678428,486517,970277,99.43,2064333,3539953,2162188,-38.92,6.05
835,"W&G COATS, SILK & VEG BLENDS",$,16310047,19851052,13009283,11490420,-11.68,19443616,19125397,18332189,-4.15,17.37
836,"DRESSES, SILK & VEG BLENDS",$,27443475,30738203,13403382,15431694,15.13,32504882,25544326,32766515,28.27,11.39
838,"KNIT SHIRTS & BLOUSES, SILK & VEG",$,34548711,26824594,13292645,11524755,-13.30,25248901,28596937,25056704,-12.38,13.52
839,BABY SILK/VEG GARM & CLOTH ACCESS,$,2711254,2767727,1669158,499765,-70.06,2067437,2390460,1598334,-33.14,8.88
840,"N-KNIT SHIRTS & BLOUSES, SILK&VEG",$,49516389,60954257,33975617,30185507,-11.16,57530229,53573709,57164147,6.70,12.28
842,"SKIRTS, SILK & VEG. BLENDS",$,4654070,8798460,3837858,5077469,32.30,8875834,5254396,10038071,91.04,20.98
843,"M&B SUITS, SILK & VEG BLENDS",$,300090,480248,431888,0,-100.00,411460,464569,48360,-89.59,0.57
844,"W&G SUITS, SILK & VEG BLENDS",$,23988,9679,0,0,,9679,23988,9679,-59.65,0.34
845,"SWEATERS, OTH NON-COT VEG FIBERS",$,1181078,1076464,250452,485567,93.88,1387496,792476,1311579,65.50,4.08
846,"SWEATERS, SILK BLENDS",$,0,0,0,0,,0,0,0,,0.00
847,"TROUSERS/BREECHES/SHORTS, SILK&VEG",$,64811474,91418687,54853273,60679134,10.62,90611256,82939487,97244548,17.25,20.54
850,"ROBES, DRESSING GOWNS, ETC, SILK&V",$,35781,226255,17824,127678,616.33,302116,53605,336109,527.01,1.67
851,"NIGHTWEAR & PJ'S, SILK & VEG",$,771069,297493,62317,354514,468.89,537292,647659,589690,-8.95,2.13
852,"UNDERWEAR, SILK & VEG BLENDS",$,4538667,4397683,413378,909045,119.91,4611375,3703439,4893350,32.13,22.19
858,"NECKWEAR, SILK & VEG BLENDS",$,3671,43329,13912,0,-100.00,43329,15823,29417,85.91,0.24
859,OTHER SILK & NON-COT. VEG APPAREL,$,32188509,37785084,12883509,12126817,-5.87,37627180,34205385,37028392,8.25,11.19
863,"TOWELS, SILK & VEG. BLENDS",$,3535,56029,17719,127864,621.62,77228,19238,166174,763.78,0.44
870,"LUGGAGE, SILK & VEG. BLENDS",$,9928210,11130573,2386786,2438738,2.18,10782712,10603040,11182525,5.47,8.10
871,"HANDBAGS & FLATGOODS, SILK & VEG",$,2454563,4016802,350345,1406194,301.37,4593269,2557514,5072651,98.34,5.42
899,OTH SILK & VEG BLEND MANUFACTURES,$,3978884,8736561,2386603,1665394,-30.22,7859099,5545491,8015352,44.54,1.66
900,MISCELLANEOUS,$,733778730,864911362,199375811,245197690,22.98,900537834,755996329,910733241,20.47,5.02
